0_id, 1_tipo, 2_nome, 3_var_1, 4_var_2, 5_pos_x_inicial, 6_dpos_x, 7_pos_x_final, 8_pos_y_inicial, 9_dpos_y, 10_pos_y_final, 11_inc_x1, 12_inc_x2, 13_inc_y1, 14_inc_y2, 15_var1_dependente, 16_var2_dependente, 17_piscar, 18_tempo_pisca, 19_figura, 20_funcao, 21_reserva, 22_reserva, 23_reserva, 24_reserva 
38,1,label7,,,5,,,475,,,black,9,,,,,,,I0.0: Terreo,0,,,,,
39,1,label5,,,120,,,385,,,black,9,,,,,,,I0.3: 3 an,0,,,,,
40,1,label5,,,120,,,400,,,black,9,,,,,,,I0.4: 4 an,0,,,,,
41,1,LABEL3,,,120,,,415,,,black,9,,,,,,,I0.5:Chamada Terreo,0,,,,,
42,1,LABEL3,,,120,,,430,,,black,9,,,,,,,I0.6:Cha 1 Descer,0,,,,,
43,1,LABEL3,,,120,,,445,,,black,9,,,,,,,I0.7:Cha 1 Subir,0,,,,,
44,1,LABEL3,,,120,,,460,,,black,9,,,,,,,I0.8:Cha 2 Descer,0,,,,,
45,1,LABEL3,,,120,,,475,,,black,9,,,,,,,I0.9:Cha 2 Subir,0,,,,,
46,1,titulo,,,50,,,70,,,blue,50,,,,,,,Elevador,0,,,,,
47,1,LabelBotao,,,5,,,120,,,green,20,,,,,,,T,0,,,,,
48,1,LabelBotao,,,5,,,150,,,green,20,,,,,,,1,0,,,,,
49,1,LabelBotao,,,5,,,180,,,green,20,,,,,,,2,0,,,,,
50,1,LabelBotao,,,5,,,210,,,green,20,,,,,,,3,0,,,,,
51,1,LabelBotao,,,5,,,240,,,green,20,,,,,,,4,0,,,,,
52,1,LABEL3,,,120,,,490,,,black,9,,,,,,,I0.10:Cha 3 Descer,0,,,,,
53,1,LABEL3,,,240,,,385,,,black,9,,,,,,,I0.11: Cha 3 Subir,0,,,,,
54,1,LABEL3,,,240,,,400,,,black,9,,,,,,,I0.12:Cha 4 Descer,0,,,,,
55,1,LABEL3,,,240,,,415,,,black,9,,,,,,,I0.13:Sensor Porta,0,,,,,
56,1,LABEL3,,,240,,,430,,,black,9,,,,,,,I0.14: FCT,0,,,,,
57,1,LABEL3,,,240,,,445,,,black,9,,,,,,,I0.15: FC1,0,,,,,
58,1,LABEL3,,,240,,,460,,,black,9,,,,,,,I1.0: FC2,0,,,,,
59,1,LABEL3,,,240,,,475,,,black,9,,,,,,,I1.1: FC3,0,,,,,
60,1,LABEL3,,,240,,,490,,,black,9,,,,,,,I1.2: FC4,0,,,,,
61,5,sensorT,I0.0,,530,10,,372,10,,0,0,0,0,0,RY2,0,0,
62,5,sensorBT,I0.5,,530,10,,372,10,,0,0,0,0,0,RY2,0,0,
63,5,sensor1,I0.1,,530,10,,282,10,,0,0,0,0,0,RY2,0,0,
64,5,sensor1S,I0.6,,530,10,,282,10,,0,0,0,0,0,RY2,0,0,
65,5,sensor1D,I0.7,,530,10,,282,10,,0,0,0,0,0,RY2,0,0,
66,5,sensor2,I0.2,,530,10,,192,10,,0,0,0,0,0,RY2,0,0,
67,5,sensor2D,I0.8,,530,10,,192,10,,0,0,0,0,0,RY2,0,0,
68,5,sensor2S,I0.9,,530,10,,192,10,,0,0,0,0,0,RY2,0,0,
69,5,sensor3E,I0.3,,530,10,,102,10,,0,0,0,0,0,RY2,0,0,
70,5,sensor3S,I0.10,,530,10,,102,10,,0,0,0,0,0,RY2,0,0,
71,5,sensor3D,I0.11,,530,10,,102,10,,0,0,0,0,0,RY2,0,0,
72,5,sensor4,I0.4,,530,10,,12,10,,0,0,0,0,0,RY2,0,0,
73,5,sensor4S,I0.12,,530,10,,12,10,,0,0,0,0,0,RY2,0,0,
74,6,M01,M5,,290,,,100,,,black,9,,,,,,8192,,0,,,,,
75,1,LM1,,,250,,,100,,,black,9,,,,,,,M5,0,,,,,
76,6,M02,M6,,290,,,115,,,black,9,,,,,,8192,,0,,,,,
77,1,LM2,,,250,,,115,,,black,9,,,,,,,M6,0,,,,,
78,6,M03,M7,,290,,,130,,,black,9,,,,,,8192,,0,,,,,
79,1,LM3,,,250,,,130,,,black,9,,,,,,,M7,0,,,,,
80,6,M04,M8,,290,,,145,,,black,9,,,,,,8192,,0,,,,,
81,1,LM4,,,250,,,145,,,black,9,,,,,,,M8,0,,,,,
82,6,M05,M9,,290,,,160,,,black,9,,,,,,8192,,0,,,,,
83,1,LM5,,,250,,,160,,,black,9,,,,,,,M9,0,,,,,
84,6,M10,M10,,290,,,190,,,red,9,,,,,,8192,,0,,,,,
85,1,LM10,,,250,,,190,,,black,9,,,,,,,M10,0,,,,,
86,6,M11,M11,,290,,,205,,,red,9,,,,,,8192,,0,,,,,
87,1,LM11,,,250,,,205,,,black,9,,,,,,,M11,0,,,,,
88,6,M12,M12,,290,,,220,,,red,9,,,,,,8192,,0,,,,,
89,1,LM12,,,250,,,220,,,black,9,,,,,,,M12,0,,,,,
90,6,M13,M13,,290,,,235,,,red,9,,,,,,8192,,0,,,,,
91,1,LM13,,,250,,,235,,,black,9,,,,,,,M13,0,,,,,
92,6,M014,M14,,290,,,250,,,red,9,,,,,,8192,,0,,,,,
93,1,LM14,,,250,,,250,,,black,9,,,,,,,M14,0,,,,,
94,6,M15,M15,,290,,,280,,,red,9,,,,,,8192,,0,,,,,
95,1,LM15,,,250,,,280,,,black,9,,,,,,,M15,0,,,,,
96,6,M16,M16,,290,,,295,,,red,9,,,,,,8192,,0,,,,,
97,1,LM16,,,250,,,295,,,black,9,,,,,,,M16,0,,,,,
98,6,M17,M17,,290,,,310,,,red,9,,,,,,8192,,0,,,,,
99,1,LM17,,,250,,,310,,,black,9,,,,,,,M17,0,,,,,
100,6,M18,M18,,290,,,325,,,red,9,,,,,,8192,,0,,,,,
101,1,LM18,,,250,,,325,,,black,9,,,,,,,M18,0,,,,,
102,6,M019,M19,,290,,,340,,,red,9,,,,,,8192,,0,,,,,
103,1,LM19,,,250,,,340,,,black,9,,,,,,,M19,0,,,,,
104,1,label,0,0,100,0,0,350,0,0,#000000,9,#000000,#000000,0,0,0,0,M20 Andar Atual,0,,,,,
105,6,andar,M20,0,160,0,0,360,0,0,#ff0000,20,0,0,0,0,0,0,0,0,,,,,
